hero,opponent,hero_wins,games_played,win_rate
14,99,9,11,0.818
15,99,16,27,0.593
16,99,17,30,0.567
17,99,24,40,0.6
18,99,9,23,0.391
19,99,40,71,0.563
20,99,14,17,0.824
21,99,12,20,0.6
22,99,7,23,0.304
23,99,33,58,0.569
25,99,43,76,0.566
26,99,10,19,0.526
27,99,11,32,0.344
28,99,13,20,0.65
29,99,15,21,0.714
30,99,9,27,0.333
31,99,42,61,0.689
32,99,13,23,0.565
33,99,16,24,0.667
34,99,5,8,0.625
35,99,7,12,0.583
36,99,21,43,0.488
37,99,10,22,0.455
38,99,21,41,0.512
39,99,16,37,0.432
40,99,8,15,0.533
41,99,29,45,0.644
42,99,17,33,0.515
43,99,22,36,0.611
44,99,4,10,0.4
45,99,9,19,0.474
46,99,19,36,0.528
47,99,30,52,0.577
48,99,4,6,0.667
49,99,16,33,0.485
50,99,12,22,0.545
51,99,18,27,0.667
52,99,24,41,0.585
53,99,34,52,0.654
54,99,19,41,0.463
55,99,4,7,0.571
56,99,8,10,0.8
57,99,17,29,0.586
58,99,20,34,0.588
59,99,3,9,0.333
60,99,17,28,0.607
61,99,3,9,0.333
62,99,8,12,0.667
63,99,14,23,0.609
64,99,18,37,0.486
65,99,20,34,0.588
66,99,22,41,0.537
67,99,5,12,0.417
68,99,19,33,0.576
69,99,10,22,0.455
70,99,16,29,0.552
71,99,9,20,0.45
72,99,19,44,0.432
73,99,13,23,0.565
74,99,24,41,0.585
75,99,9,17,0.529
76,99,16,42,0.381
77,99,15,32,0.469
78,99,6,10,0.6
79,99,27,56,0.482
80,99,5,11,0.455
81,99,9,11,0.818
82,99,5,11,0.455
83,99,14,27,0.519
84,99,36,68,0.529
85,99,21,33,0.636
86,99,48,101,0.475
87,99,17,31,0.548
88,99,20,33,0.606
89,99,9,16,0.562
90,99,29,45,0.644
91,99,10,12,0.833
92,99,8,13,0.615
93,99,32,57,0.561
94,99,3,9,0.333
95,99,18,34,0.529
96,99,25,61,0.41
97,99,17,29,0.586
98,99,20,44,0.455
100,99,31,49,0.633
101,99,9,20,0.45
102,99,22,33,0.667
103,99,7,11,0.636
104,99,32,55,0.582
105,99,3,3,1.0
106,99,64,113,0.566
107,99,12,27,0.444
108,99,6,13,0.462
109,99,4,10,0.4
110,99,16,30,0.533
111,99,20,41,0.488
112,99,15,29,0.517
113,99,6,10,0.6
114,99,17,30,0.567
119,99,3,15,0.2
120,99,26,48,0.542
121,99,37,97,0.381
126,99,23,40,0.575
128,99,9,24,0.375
129,99,17,34,0.5
1,100,15,34,0.441
2,100,21,41,0.512
3,100,23,46,0.5
4,100,15,33,0.455
5,100,24,47,0.511
6,100,9,26,0.346
7,100,55,102,0.539
8,100,26,46,0.565
9,100,42,72,0.583
10,100,33,55,0.6
11,100,37,66,0.561
12,100,41,76,0.539
13,100,52,90,0.578
14,100,5,12,0.417
15,100,22,43,0.512
16,100,30,55,0.545
17,100,39,83,0.47
18,100,7,15,0.467
19,100,47,97,0.485
20,100,34,67,0.507
21,100,13,27,0.481
22,100,4,12,0.333
23,100,36,70,0.514
25,100,36,83,0.434
26,100,10,18,0.556
27,100,17,34,0.5
28,100,17,26,0.654
29,100,17,34,0.5
30,100,9,28,0.321
31,100,50,91,0.549
32,100,20,41,0.488
33,100,18,33,0.545
34,100,7,12,0.583
35,100,5,14,0.357
36,100,22,47,0.468
37,100,2,11,0.182
38,100,44,69,0.638
39,100,45,81,0.556
40,100,23,35,0.657
41,100,32,67,0.478
42,100,23,50,0.46
43,100,30,55,0.545
44,100,10,22,0.455
45,100,32,61,0.525
46,100,37,71,0.521
47,100,16,38,0.421
48,100,8,18,0.444
49,100,37,79,0.468
50,100,22,42,0.524
51,100,45,71,0.634
52,100,29,53,0.547
53,100,44,97,0.454
54,100,15,36,0.417
55,100,9,19,0.474
56,100,7,12,0.583
57,100,12,24,0.5
58,100,17,40,0.425
59,100,7,17,0.412
60,100,13,21,0.619
61,100,11,15,0.733
62,100,11,22,0.5
63,100,33,63,0.524
64,100,33,73,0.452
65,100,27,57,0.474
66,100,23,38,0.605
67,100,5,19,0.263
68,100,22,47,0.468
69,100,24,45,0.533
70,100,31,57,0.544
71,100,13,22,0.591
72,100,32,61,0.525
73,100,8,18,0.444
74,100,22,48,0.458
75,100,5,16,0.312
76,100,22,41,0.537
77,100,22,37,0.595
78,100,18,34,0.529
79,100,41,74,0.554
80,100,14,23,0.609
81,100,5,14,0.357
82,100,6,9,0.667
83,100,29,52,0.558
84,100,51,95,0.537
85,100,14,32,0.438
86,100,93,192,0.484
87,100,38,69,0.551
88,100,17,39,0.436
89,100,21,37,0.568
90,100,50,90,0.556
91,100,10,22,0.455
92,100,3,5,0.6
93,100,30,58,0.517
94,100,9,15,0.6
95,100,36,72,0.5
96,100,43,95,0.453
97,100,20,41,0.488
98,100,40,68,0.588
99,100,12,39,0.308
101,100,20,54,0.37
102,100,28,55,0.509
103,100,12,21,0.571
104,100,45,87,0.517
105,100,5,6,0.833
106,100,77,144,0.535
107,100,26,53,0.491
108,100,18,34,0.529
109,100,12,24,0.5
110,100,36,70,0.514
111,100,38,73,0.521
112,100,27,65,0.415
113,100,4,6,0.667
114,100,19,41,0.463
119,100,19,31,0.613
120,100,39,86,0.453
121,100,56,127,0.441
126,100,50,87,0.575
128,100,28,47,0.596
129,100,45,90,0.5
1,101,9,18,0.5
2,101,21,46,0.457
3,101,18,38,0.474
4,101,20,44,0.455
5,101,27,48,0.562
6,101,22,44,0.5
7,101,29,62,0.468
8,101,16,41,0.39
9,101,33,72,0.458
10,101,26,49,0.531
11,101,22,50,0.44
12,101,20,31,0.645
13,101,41,88,0.466
14,101,9,13,0.692
15,101,22,38,0.579
16,101,26,62,0.419
17,101,25,43,0.581
18,101,5,16,0.312
19,101,36,89,0.404
20,101,14,24,0.583
21,101,11,23,0.478
22,101,15,32,0.469
23,101,37,69,0.536
25,101,41,94,0.436
26,101,6,15,0.4
27,101,16,33,0.485
28,101,13,30,0.433
29,101,15,28,0.536
30,101,12,24,0.5
31,101,46,94,0.489
32,101,13,24,0.542
33,101,2,4,0.5
34,101,5,10,0.5
35,101,7,12,0.583
36,101,7,14,0.5
37,101,15,30,0.5
38,101,25,40,0.625
39,101,14,30,0.467
40,101,15,27,0.556
41,101,28,61,0.459
42,101,13,38,0.342
43,101,16,26,0.615
44,101,7,14,0.5
45,101,24,57,0.421
46,101,32,60,0.533
47,101,15,29,0.517
48,101,5,12,0.417
49,101,11,31,0.355
50,101,14,25,0.56
51,101,36,65,0.554
52,101,44,82,0.537
53,101,19,44,0.432
54,101,36,67,0.537
55,101,10,11,0.909
56,101,5,8,0.625
57,101,21,38,0.553
58,101,18,38,0.474
59,101,3,10,0.3
60,101,12,24,0.5
61,101,2,4,0.5
62,101,6,12,0.5
63,101,5,11,0.455
64,101,21,35,0.6
65,101,20,38,0.526
66,101,20,24,0.833
67,101,11,22,0.5
68,101,18,36,0.5
69,101,14,21,0.667
70,101,16,24,0.667
71,101,8,11,0.727
72,101,39,73,0.534
73,101,7,13,0.538
74,101,29,52,0.558
75,101,8,17,0.471
76,101,26,50,0.52
77,101,19,24,0.792
78,101,6,8,0.75
79,101,29,60,0.483
80,101,8,10,0.8
81,101,11,22,0.5
82,101,3,7,0.429
83,101,21,46,0.457
84,101,41,87,0.471
85,101,25,48,0.521
86,101,81,155,0.523
87,101,32,60,0.533
88,101,8,18,0.444
89,101,13,23,0.565
90,101,25,63,0.397
91,101,9,20,0.45
92,101,2,3,0.667
93,101,17,38,0.447
94,101,5,8,0.625
95,101,16,34,0.471
96,101,30,57,0.526
97,101,21,32,0.656
98,101,24,47,0.511
99,101,8,28,0.286
100,101,29,58,0.5
102,101,37,62,0.597
103,101,11,21,0.524
104,101,27,59,0.458
105,101,1,3,0.333
106,101,45,95,0.474
107,101,12,21,0.571
108,101,7,13,0.538
109,101,3,8,0.375
110,101,13,27,0.481
111,101,24,51,0.471
112,101,26,56,0.464
113,101,4,8,0.5
114,101,12,27,0.444
119,101,7,13,0.538
120,101,26,51,0.51
121,101,24,55,0.436
126,101,12,24,0.5
128,101,12,24,0.5
129,101,19,39,0.487
1,102,9,21,0.429
2,102,20,53,0.377
3,102,29,55,0.527
4,102,17,38,0.447
5,102,33,61,0.541
6,102,24,46,0.522
7,102,32,72,0.444
8,102,18,48,0.375
9,102,59,108,0.546
10,102,24,64,0.375
11,102,32,62,0.516
12,102,25,59,0.424
13,102,41,100,0.41
14,102,8,17,0.471
15,102,30,62,0.484
16,102,35,83,0.422
17,102,26,58,0.448
18,102,8,25,0.32
19,102,59,117,0.504
20,102,17,35,0.486
21,102,10,30,0.333
22,102,18,28,0.643
23,102,30,83,0.361
25,102,39,96,0.406
26,102,15,28,0.536
27,102,8,20,0.4
28,102,23,40,0.575
29,102,6,21,0.286
30,102,10,20,0.5
31,102,54,117,0.462
32,102,11,22,0.5
33,102,7,16,0.438
34,102,3,13,0.231
35,102,5,15,0.333
36,102,14,21,0.667
37,102,9,17,0.529
38,102,25,53,0.472
39,102,31,58,0.534
40,102,21,40,0.525
41,102,32,84,0.381
42,102,18,34,0.529
43,102,9,22,0.409
44,102,7,16,0.438
45,102,20,40,0.5
46,102,50,93,0.538
47,102,26,45,0.578
48,102,6,12,0.5
49,102,13,28,0.464
50,102,15,29,0.517
51,102,29,47,0.617
52,102,46,91,0.505
53,102,29,55,0.527
54,102,28,66,0.424
55,102,13,21,0.619
56,102,5,12,0.417
57,102,21,46,0.457
58,102,18,35,0.514
59,102,12,19,0.632
60,102,25,40,0.625
61,102,10,18,0.556
62,102,6,12,0.5
63,102,17,30,0.567
64,102,18,57,0.316
65,102,45,108,0.417
66,102,19,34,0.559
67,102,5,12,0.417
68,102,29,64,0.453
69,102,22,48,0.458
70,102,16,37,0.432
71,102,6,18,0.333
72,102,43,87,0.494
73,102,8,12,0.667
74,102,10,39,0.256
75,102,7,21,0.333
76,102,36,82,0.439
77,102,8,20,0.4
78,102,12,21,0.571
79,102,47,88,0.534
80,102,6,16,0.375
81,102,9,23,0.391
82,102,7,14,0.5
83,102,38,66,0.576
84,102,36,102,0.353
85,102,19,44,0.432
86,102,66,146,0.452
87,102,48,94,0.511
88,102,14,24,0.583
89,102,22,48,0.458
90,102,39,67,0.582
91,102,11,19,0.579
92,102,4,6,0.667
93,102,44,82,0.537
94,102,3,8,0.375
95,102,25,50,0.5
96,102,33,81,0.407
97,102,22,60,0.367
98,102,34,65,0.523
99,102,9,30,0.3
100,102,32,69,0.464
101,102,18,62,0.29
103,102,17,37,0.459
104,102,34,90,0.378
105,102,2,6,0.333
106,102,53,122,0.434
107,102,11,24,0.458
108,102,14,27,0.519
109,102,7,21,0.333
110,102,20,44,0.455
111,102,22,51,0.431
112,102,31,66,0.47
113,102,2,6,0.333
114,102,20,41,0.488
119,102,14,31,0.452
120,102,13,45,0.289
121,102,40,95,0.421
126,102,21,36,0.583
128,102,18,32,0.562
129,102,31,60,0.517
1,103,2,5,0.4
2,103,12,35,0.343
3,103,15,23,0.652
4,103,6,15,0.4
5,103,12,22,0.545
6,103,14,27,0.519
7,103,23,51,0.451
8,103,6,20,0.3
9,103,22,52,0.423
10,103,17,30,0.567
11,103,11,22,0.5
12,103,8,19,0.421
13,103,27,52,0.519
14,103,6,6,1.0
15,103,15,24,0.625
16,103,8,32,0.25
17,103,18,38,0.474
18,103,9,23,0.391
19,103,28,71,0.394
20,103,14,24,0.583
21,103,5,15,0.333
22,103,8,15,0.533
23,103,14,33,0.424
25,103,15,46,0.326
26,103,9,18,0.5
27,103,11,21,0.524
28,103,4,8,0.5
29,103,17,26,0.654
30,103,7,14,0.5
31,103,22,39,0.564
32,103,5,8,0.625
33,103,5,11,0.455
34,103,1,1,1.0
35,103,4,4,1.0
36,103,1,6,0.167
37,103,5,15,0.333
38,103,13,21,0.619
39,103,4,13,0.308
40,103,9,18,0.5
41,103,18,44,0.409
42,103,17,33,0.515
43,103,9,19,0.474
44,103,3,7,0.429
45,103,5,15,0.333
46,103,20,36,0.556
47,103,7,12,0.583
48,103,3,5,0.6
49,103,8,13,0.615
50,103,3,11,0.273
51,103,15,26,0.577
52,103,31,57,0.544
53,103,6,18,0.333
54,103,21,38,0.553
55,103,2,2,1.0
56,103,3,9,0.333
57,103,10,23,0.435
58,103,10,18,0.556
59,103,2,5,0.4
60,103,11,19,0.579
61,103,5,10,0.5
62,103,3,4,0.75
63,103,5,9,0.556
64,103,7,19,0.368
65,103,11,24,0.458
66,103,13,23,0.565
67,103,2,7,0.286
68,103,15,33,0.455
69,103,10,20,0.5
70,103,4,8,0.5
71,103,6,14,0.429
72,103,22,49,0.449
73,103,4,11,0.364
74,103,10,26,0.385
75,103,4,10,0.4
76,103,13,29,0.448
77,103,4,10,0.4
78,103,3,5,0.6
79,103,24,58,0.414
80,103,5,7,0.714
81,103,3,4,0.75
82,103,3,7,0.429
83,103,18,34,0.529
84,103,28,57,0.491
85,103,11,22,0.5
86,103,36,80,0.45
87,103,19,31,0.613
88,103,9,17,0.529
89,103,5,10,0.5
90,103,20,30,0.667
91,103,13,18,0.722
92,103,2,3,0.667
93,103,12,35,0.343
94,103,4,9,0.444
95,103,10,19,0.526
96,103,23,46,0.5
97,103,13,31,0.419
98,103,8,22,0.364
99,103,9,18,0.5
100,103,14,24,0.583
101,103,10,24,0.417
102,103,14,35,0.4
104,103,15,35,0.429
105,103,1,2,0.5
106,103,33,53,0.623
107,103,9,17,0.529
108,103,4,12,0.333
109,103,6,8,0.75
110,103,5,11,0.455
111,103,13,29,0.448
112,103,12,31,0.387
113,103,2,3,0.667
114,103,9,14,0.643
119,103,2,5,0.4
120,103,9,20,0.45
121,103,13,38,0.342
126,103,5,8,0.625
128,103,5,14,0.357
129,103,12,20,0.6
1,104,8,18,0.444
2,104,29,55,0.527
3,104,32,58,0.552
4,104,34,65,0.523
5,104,37,72,0.514
6,104,32,59,0.542
7,104,51,101,0.505
8,104,34,68,0.5
9,104,52,95,0.547
10,104,31,75,0.413
11,104,40,80,0.5
12,104,32,66,0.485
13,104,74,138,0.536
14,104,7,13,0.538
15,104,43,63,0.683
16,104,35,84,0.417
17,104,45,82,0.549
18,104,17,29,0.586
19,104,56,122,0.459
20,104,27,50,0.54
21,104,15,43,0.349
22,104,11,27,0.407
23,104,61,107,0.57
25,104,50,116,0.431
26,104,7,25,0.28
27,104,19,37,0.514
28,104,41,72,0.569
29,104,16,34,0.471
30,104,23,44,0.523
31,104,91,161,0.565
32,104,16,38,0.421
33,104,14,20,0.7
34,104,9,21,0.429
35,104,7,15,0.467
36,104,24,48,0.5
37,104,17,43,0.395
38,104,58,105,0.552
39,104,39,78,0.5
40,104,26,48,0.542
41,104,48,90,0.533
42,104,36,67,0.537
43,104,30,50,0.6
44,104,12,20,0.6
45,104,38,72,0.528
46,104,61,105,0.581
47,104,15,27,0.556
48,104,19,29,0.655
49,104,32,60,0.533
50,104,21,41,0.512
51,104,66,111,0.595
52,104,63,114,0.553
53,104,56,118,0.475
54,104,52,92,0.565
55,104,14,22,0.636
56,104,9,16,0.562
57,104,28,57,0.491
58,104,33,56,0.589
59,104,11,20,0.55
60,104,16,44,0.364
61,104,4,10,0.4
62,104,8,15,0.533
63,104,11,22,0.5
64,104,41,85,0.482
65,104,66,122,0.541
66,104,33,48,0.688
67,104,15,32,0.469
68,104,23,41,0.561
69,104,28,47,0.596
70,104,35,77,0.455
71,104,12,30,0.4
72,104,40,93,0.43
73,104,9,17,0.529
74,104,38,85,0.447
75,104,7,14,0.5
76,104,47,80,0.588
77,104,15,30,0.5
78,104,16,27,0.593
79,104,58,115,0.504
80,104,10,16,0.625
81,104,14,28,0.5
82,104,10,16,0.625
83,104,49,84,0.583
84,104,56,132,0.424
85,104,30,63,0.476
86,104,113,215,0.526
87,104,68,124,0.548
88,104,28,58,0.483
89,104,16,38,0.421
90,104,59,112,0.527
91,104,15,29,0.517
92,104,5,5,1.0
93,104,46,85,0.541
94,104,13,17,0.765
95,104,53,109,0.486
96,104,56,121,0.463
97,104,47,75,0.627
98,104,40,69,0.58
99,104,29,65,0.446
100,104,53,94,0.564
101,104,23,56,0.411
102,104,55,94,0.585
103,104,17,36,0.472
105,104,4,6,0.667
106,104,99,211,0.469
107,104,25,52,0.481
108,104,21,36,0.583
109,104,14,22,0.636
110,104,38,74,0.514
111,104,22,58,0.379
112,104,32,73,0.438
113,104,7,14,0.5
114,104,37,77,0.481
119,104,17,31,0.548
120,104,52,97,0.536
121,104,51,114,0.447
126,104,51,89,0.573
128,104,36,62,0.581
129,104,43,92,0.467
1,105,1,4,0.25
2,105,2,4,0.5
3,105,3,4,0.75
4,105,3,5,0.6
5,105,1,3,0.333
6,105,1,1,1.0
7,105,2,7,0.286
8,105,1,3,0.333
9,105,1,4,0.25
10,105,1,3,0.333
11,105,3,3,1.0
12,105,3,8,0.375
13,105,3,8,0.375
14,105,0,1,0.0
15,105,3,4,0.75
16,105,0,3,0.0
17,105,3,4,0.75
18,105,0,1,0.0
19,105,6,7,0.857
20,105,2,2,1.0
21,105,0,3,0.0
22,105,1,3,0.333
23,105,2,8,0.25
25,105,2,2,1.0
27,105,0,1,0.0
28,105,3,5,0.6
29,105,1,1,1.0
30,105,1,2,0.5
31,105,2,4,0.5
32,105,1,2,0.5
33,105,3,5,0.6
34,105,1,1,1.0
35,105,3,4,0.75
36,105,1,1,1.0
37,105,1,2,0.5
38,105,2,5,0.4
39,105,6,9,0.667
41,105,2,3,0.667
42,105,5,7,0.714
43,105,3,3,1.0
45,105,3,6,0.5
46,105,7,8,0.875
47,105,0,3,0.0
48,105,1,1,1.0
49,105,5,5,1.0
50,105,2,4,0.5
51,105,3,4,0.75
52,105,3,10,0.3
53,105,7,9,0.778
54,105,3,5,0.6
56,105,3,3,1.0
57,105,1,1,1.0
58,105,1,3,0.333
60,105,2,5,0.4
61,105,1,3,0.333
62,105,1,1,1.0
63,105,1,1,1.0
64,105,2,2,1.0
65,105,6,8,0.75
66,105,5,7,0.714
67,105,1,3,0.333
68,105,2,3,0.667
70,105,2,3,0.667
71,105,1,2,0.5
72,105,1,3,0.333
73,105,1,3,0.333
74,105,2,4,0.5
75,105,0,3,0.0
76,105,1,2,0.5
77,105,1,2,0.5
78,105,1,1,1.0
79,105,4,7,0.571
80,105,2,3,0.667
81,105,0,2,0.0
82,105,0,1,0.0
83,105,2,4,0.5
84,105,4,10,0.4
85,105,0,1,0.0
86,105,8,12,0.667
87,105,3,7,0.429
88,105,3,5,0.6
89,105,1,4,0.25
90,105,3,5,0.6
91,105,2,3,0.667
92,105,3,3,1.0
93,105,3,6,0.5
94,105,0,3,0.0
95,105,2,2,1.0
96,105,1,4,0.25
97,105,0,2,0.0
98,105,4,4,1.0
99,105,2,3,0.667
100,105,1,2,0.5
102,105,2,6,0.333
103,105,0,1,0.0
104,105,3,4,0.75
106,105,6,12,0.5
107,105,2,3,0.667
108,105,1,6,0.167
109,105,4,4,1.0
110,105,3,4,0.75
111,105,1,3,0.333
112,105,3,4,0.75
113,105,0,1,0.0
114,105,3,4,0.75
119,105,0,1,0.0
120,105,2,6,0.333
121,105,7,15,0.467
126,105,6,9,0.667
128,105,1,4,0.25
129,105,4,7,0.571
1,106,34,63,0.54
2,106,44,106,0.415
3,106,56,111,0.505
4,106,31,62,0.5
5,106,48,96,0.5
6,106,36,64,0.562
7,106,108,228,0.474
8,106,93,163,0.571
9,106,74,147,0.503
10,106,102,207,0.493
11,106,52,118,0.441
12,106,56,121,0.463
13,106,96,198,0.485
14,106,9,24,0.375
15,106,42,82,0.512
16,106,59,120,0.492
17,106,69,176,0.392
18,106,26,56,0.464
19,106,84,187,0.449
20,106,45,78,0.577
21,106,18,64,0.281
22,106,18,42,0.429
23,106,89,207,0.43
25,106,84,184,0.457
26,106,21,60,0.35
27,106,42,95,0.442
28,106,27,65,0.415
29,106,25,62,0.403
30,106,38,80,0.475
31,106,84,181,0.464
32,106,50,106,0.472
33,106,23,49,0.469
34,106,13,27,0.481
35,106,8,23,0.348
36,106,54,93,0.581
37,106,19,52,0.365
38,106,65,125,0.52
39,106,72,152,0.474
40,106,26,47,0.553
41,106,80,152,0.526
42,106,49,121,0.405
43,106,57,107,0.533
44,106,17,39,0.436
45,106,45,92,0.489
46,106,82,138,0.594
47,106,33,69,0.478
48,106,30,53,0.566
49,106,58,141,0.411
50,106,46,87,0.529
51,106,69,131,0.527
52,106,94,198,0.475
53,106,83,179,0.464
54,106,64,136,0.471
55,106,14,31,0.452
56,106,15,29,0.517
57,106,38,81,0.469
58,106,60,118,0.508
59,106,23,49,0.469
60,106,38,69,0.551
61,106,8,14,0.571
62,106,22,43,0.512
63,106,31,69,0.449
64,106,34,79,0.43
65,106,51,100,0.51
66,106,75,120,0.625
67,106,15,57,0.263
68,106,68,148,0.459
69,106,37,67,0.552
70,106,36,80,0.45
71,106,24,58,0.414
72,106,73,161,0.453
73,106,34,62,0.548
74,106,63,131,0.481
75,106,20,43,0.465
76,106,64,128,0.5
77,106,34,57,0.596
78,106,16,42,0.381
79,106,107,202,0.53
80,106,20,35,0.571
81,106,9,29,0.31
82,106,15,34,0.441
83,106,48,107,0.449
84,106,82,183,0.448
85,106,41,82,0.5
86,106,181,375,0.483
87,106,69,155,0.445
88,106,56,113,0.496
89,106,30,67,0.448
90,106,63,142,0.444
91,106,25,55,0.455
92,106,9,16,0.562
93,106,65,135,0.481
94,106,16,36,0.444
95,106,58,127,0.457
96,106,89,198,0.449
97,106,34,61,0.557
98,106,46,93,0.495
99,106,45,105,0.429
100,106,73,148,0.493
101,106,42,99,0.424
102,106,74,139,0.532
103,106,30,51,0.588
104,106,101,208,0.486
105,106,1,5,0.2
107,106,46,103,0.447
108,106,28,59,0.475
109,106,16,45,0.356
110,106,46,124,0.371
111,106,92,174,0.529
112,106,37,95,0.389
113,106,10,22,0.455
114,106,78,161,0.484
119,106,40,72,0.556
120,106,82,172,0.477
121,106,118,277,0.426
126,106,102,203,0.502
128,106,53,105,0.505
129,106,88,188,0.468
1,107,6,11,0.545
2,107,7,26,0.269
3,107,15,31,0.484
4,107,8,16,0.5
5,107,12,29,0.414
6,107,5,12,0.417
7,107,33,68,0.485
8,107,18,39,0.462
9,107,18,45,0.4
10,107,17,36,0.472
11,107,14,37,0.378
12,107,13,23,0.565
13,107,22,42,0.524
14,107,2,9,0.222
15,107,15,27,0.556
16,107,12,31,0.387
17,107,20,43,0.465
18,107,10,21,0.476
19,107,31,55,0.564
20,107,9,25,0.36
21,107,5,11,0.455
22,107,3,6,0.5
23,107,25,50,0.5
25,107,22,41,0.537
26,107,11,27,0.407
27,107,15,21,0.714
28,107,9,17,0.529
29,107,9,22,0.409
30,107,11,29,0.379
31,107,26,49,0.531
32,107,10,22,0.455
33,107,9,13,0.692
34,107,3,7,0.429
35,107,4,8,0.5
36,107,7,14,0.5
37,107,9,18,0.5
38,107,19,35,0.543
39,107,28,53,0.528
40,107,5,11,0.455
41,107,16,34,0.471
42,107,17,32,0.531
43,107,13,31,0.419
44,107,4,13,0.308
45,107,16,37,0.432
46,107,16,34,0.471
47,107,6,10,0.6
48,107,5,12,0.417
49,107,25,42,0.595
50,107,13,24,0.542
51,107,22,42,0.524
52,107,34,53,0.642
53,107,25,46,0.543
54,107,22,37,0.595
55,107,4,11,0.364
56,107,6,9,0.667
57,107,11,21,0.524
58,107,13,24,0.542
59,107,9,14,0.643
60,107,5,13,0.385
61,107,7,9,0.778
62,107,5,11,0.455
63,107,8,16,0.5
64,107,13,29,0.448
65,107,8,13,0.615
66,107,18,28,0.643
67,107,2,7,0.286
68,107,17,33,0.515
69,107,9,22,0.409
70,107,11,27,0.407
71,107,9,16,0.562
72,107,22,39,0.564
73,107,5,8,0.625
74,107,11,22,0.5
75,107,4,12,0.333
76,107,9,22,0.409
77,107,13,21,0.619
78,107,4,8,0.5
79,107,27,65,0.415
80,107,5,14,0.357
81,107,4,9,0.444
82,107,7,8,0.875
83,107,20,41,0.488
84,107,20,44,0.455
85,107,14,28,0.5
86,107,58,118,0.492
87,107,26,34,0.765
88,107,18,31,0.581
89,107,5,16,0.312
90,107,20,35,0.571
91,107,5,10,0.5
92,107,3,6,0.5
93,107,32,49,0.653
94,107,5,10,0.5
95,107,24,49,0.49
96,107,29,52,0.558
97,107,8,16,0.5
98,107,17,25,0.68
99,107,11,28,0.393
100,107,24,51,0.471
101,107,11,23,0.478
102,107,17,28,0.607
103,107,6,8,0.75
104,107,23,39,0.59
105,107,0,2,0.0
106,107,47,88,0.534
108,107,5,9,0.556
109,107,9,13,0.692
110,107,24,40,0.6
111,107,18,38,0.474
112,107,13,33,0.394
113,107,1,6,0.167
114,107,13,28,0.464
119,107,7,17,0.412
120,107,25,55,0.455
121,107,38,82,0.463
126,107,28,49,0.571
128,107,15,26,0.577
129,107,24,60,0.4
1,108,3,10,0.3
2,108,6,12,0.5
3,108,17,23,0.739
4,108,9,16,0.562
5,108,8,16,0.5
6,108,7,13,0.538
7,108,20,37,0.541
8,108,9,16,0.562
9,108,12,16,0.75
10,108,5,11,0.455
11,108,14,23,0.609
12,108,24,66,0.364
13,108,26,43,0.605
14,108,2,6,0.333
15,108,14,24,0.583
16,108,7,21,0.333
17,108,7,21,0.333
18,108,2,5,0.4
19,108,19,42,0.452
20,108,11,24,0.458
21,108,4,13,0.308
22,108,2,8,0.25
23,108,14,30,0.467
25,108,17,38,0.447
26,108,4,8,0.5
27,108,9,16,0.562
28,108,10,15,0.667
29,108,5,10,0.5
30,108,6,13,0.462
31,108,26,52,0.5
32,108,14,23,0.609
33,108,3,4,0.75
35,108,7,10,0.7
36,108,7,11,0.636
37,108,0,2,0.0
38,108,18,33,0.545
39,108,13,25,0.52
40,108,3,10,0.3
41,108,11,21,0.524
42,108,8,19,0.421
43,108,11,22,0.5
44,108,2,5,0.4
45,108,7,16,0.438
46,108,27,39,0.692
47,108,5,14,0.357
48,108,8,10,0.8
49,108,13,25,0.52
50,108,3,9,0.333
51,108,13,22,0.591
52,108,13,24,0.542
53,108,12,25,0.48
54,108,6,15,0.4
55,108,6,7,0.857
56,108,2,3,0.667
57,108,7,16,0.438
58,108,12,16,0.75
59,108,4,11,0.364
60,108,1,9,0.111
61,108,4,5,0.8
62,108,3,5,0.6
63,108,5,7,0.714
64,108,6,18,0.333
65,108,18,30,0.6
66,108,18,30,0.6
67,108,2,5,0.4
68,108,9,19,0.474
69,108,10,20,0.5
70,108,17,23,0.739
71,108,3,8,0.375
72,108,11,17,0.647
73,108,2,6,0.333
74,108,10,18,0.556
75,108,3,8,0.375
76,108,9,20,0.45
77,108,19,28,0.679
78,108,9,12,0.75
79,108,12,18,0.667
80,108,5,6,0.833
81,108,1,4,0.25
82,108,2,4,0.5
83,108,9,19,0.474
84,108,14,35,0.4
85,108,7,14,0.5
86,108,35,62,0.565
87,108,15,33,0.455
88,108,7,14,0.5
89,108,6,11,0.545
90,108,13,22,0.591
91,108,5,8,0.625
92,108,1,3,0.333
93,108,28,46,0.609
94,108,2,7,0.286
95,108,7,10,0.7
96,108,18,36,0.5
97,108,4,12,0.333
98,108,14,27,0.519
99,108,3,10,0.3
100,108,19,38,0.5
101,108,5,11,0.455
102,108,10,22,0.455
103,108,7,12,0.583
104,108,18,41,0.439
106,108,25,47,0.532
107,108,6,16,0.375
109,108,9,18,0.5
110,108,19,29,0.655
111,108,13,28,0.464
112,108,13,27,0.481
113,108,2,2,1.0
114,108,21,29,0.724
119,108,5,17,0.294
120,108,19,32,0.594
121,108,23,48,0.479
126,108,20,33,0.606
128,108,17,24,0.708
129,108,18,32,0.562
1,109,8,16,0.5
2,109,7,13,0.538
3,109,12,20,0.6
4,109,7,10,0.7
5,109,3,11,0.273
6,109,8,16,0.5
